class_id,image_tag,state,updated_at,total_task_duration,tat,task_id,action_history,task_image_tag,finalized,approved,team,started_at,ended_at,task_duration_mins,rejection,car_name,inactivity_duration,Month,Deviation,,Standard Deviations
3820,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.6,10.6,10203,3183,Clear,FALSE,TRUE,austin,2021-03-19 17:35:59.550243+00,2021-03-19 17:37:13.970513+00,1.2,NULL,GM Cruise,10.6,03-2021,0.12,,
3820,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.6,10.6,10235,3183,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:01:51.203106+00,2021-03-19 18:02:12.377136+00,0.4,NULL,GM Cruise,10.6,03-2021,-0.45,,
3821,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.3,10.6,10147,3171,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.669995+00,2021-03-19 15:27:10.669997+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3821,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.3,10.6,10225,3171,Clear,FALSE,TRUE,austin,2021-03-19 17:55:32.950743+00,2021-03-19 17:56:21.432603+00,0.8,NULL,GM Cruise,10.6,03-2021,-0.28,,
3821,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.3,10.6,10250,3171,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:11:34.199522+00,2021-03-19 18:12:03.57916+00,0.5,NULL,GM Cruise,10.6,03-2021,-0.35,,
3822,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.1,10.2,10182,3198,Clear,FALSE,TRUE,bot,2021-03-19 15:47:10.563912+00,2021-03-19 15:47:10.563914+00,0,NULL,Tesla Model X,10.2,03-2021,0.00,,
3822,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.1,10.2,10215,3198,Clear,FALSE,TRUE,austin,2021-03-19 17:46:41.816999+00,2021-03-19 17:48:03.481766+00,1.4,NULL,Tesla Model X,10.2,03-2021,0.32,,
3822,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.1,10.2,10249,3198,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:10:49.129695+00,2021-03-19 18:11:34.060825+00,0.7,NULL,Tesla Model X,10.2,03-2021,-0.15,,
3823,Pedestrian,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10148,3172,Pedestrian,FALSE,TRUE,bot,2021-03-19 15:27:10.680441+00,2021-03-19 15:27:10.680443+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3823,Pedestrian,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10213,3172,Pedestrian,FALSE,FALSE,austin,2021-03-19 17:46:02.635238+00,2021-03-19 17:46:41.344254+00,0.6,Screenshots missing or cut off,GM Cruise,10.6,03-2021,-0.48,,
3823,Pedestrian,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10248,3172,Pedestrian,TRUE,TRUE,austin_reviewer,2021-03-19 18:10:02.690719+00,2021-03-19 18:10:48.969158+00,0.8,NULL,GM Cruise,10.6,03-2021,-0.05,,
3824,Crosswalk,PROCESSED,2021-03-20 02:00:13.284332+00,1.5,10.3,10171,3195,Crosswalk,FALSE,TRUE,bot,2021-03-19 15:42:10.550369+00,2021-03-19 15:42:10.55037+00,0,NULL,Tesla Model X,10.3,03-2021,0.00,,
3824,Crosswalk,PROCESSED,2021-03-20 02:00:13.284332+00,1.5,10.3,10212,3195,Crosswalk,FALSE,TRUE,austin,2021-03-19 17:45:00.65816+00,2021-03-19 17:46:02.217587+00,1,NULL,Tesla Model X,10.3,03-2021,-0.08,,
3824,Crosswalk,PROCESSED,2021-03-20 02:00:13.284332+00,1.5,10.3,10247,3195,Crosswalk,TRUE,TRUE,austin_reviewer,2021-03-19 18:09:29.783315+00,2021-03-19 18:10:02.553614+00,0.5,NULL,Tesla Model X,10.3,03-2021,-0.35,,
3825,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10149,3173,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.691489+00,2021-03-19 15:27:10.69149+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3825,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10211,3173,Clear,FALSE,TRUE,austin,2021-03-19 17:44:10.637514+00,2021-03-19 17:44:58.975033+00,0.8,NULL,GM Cruise,10.6,03-2021,-0.28,,
3825,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10246,3173,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:08:53.242556+00,2021-03-19 18:09:29.655519+00,0.6,NULL,GM Cruise,10.6,03-2021,-0.25,,
3826,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.5,10.6,10150,3174,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.702426+00,2021-03-19 15:27:10.702427+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3826,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.5,10.6,10210,3174,Clear,FALSE,TRUE,austin,2021-03-19 17:43:06.296327+00,2021-03-19 17:44:10.476074+00,1.1,NULL,GM Cruise,10.6,03-2021,0.02,,
3826,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.5,10.6,10245,3174,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:08:31.147672+00,2021-03-19 18:08:53.118024+00,0.4,NULL,GM Cruise,10.6,03-2021,-0.45,,
3827,Clear,PROCESSED,2021-03-20 02:00:15.413037+00,2.2,10.6,10151,3175,Clear,FALSE,TRUE,bot,2021-03-19 15:27:10.713881+00,2021-03-19 15:27:10.713883+00,0,NULL,Voyage,10.6,03-2021,0.00,,
3827,Clear,PROCESSED,2021-03-20 02:00:15.413037+00,2.2,10.6,10224,3175,Clear,FALSE,TRUE,austin,2021-03-19 17:54:15.394671+00,2021-03-19 17:55:32.805059+00,1.3,NULL,Voyage,10.6,03-2021,0.22,,
3827,Clear,PROCESSED,2021-03-20 02:00:15.413037+00,2.2,10.6,10244,3175,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:07:37.550947+00,2021-03-19 18:08:31.021161+00,0.9,NULL,Voyage,10.6,03-2021,0.05,,
3828,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10152,3176,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.741129+00,2021-03-19 15:27:10.741131+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3828,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10223,3176,Clear,FALSE,TRUE,austin,2021-03-19 17:53:20.661382+00,2021-03-19 17:54:15.217625+00,0.9,NULL,GM Cruise,10.6,03-2021,-0.18,,
3828,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.4,10.6,10243,3176,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:07:04.680622+00,2021-03-19 18:07:37.384383+00,0.5,NULL,GM Cruise,10.6,03-2021,-0.35,,
3829,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.1,10.6,10144,3168,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.621643+00,2021-03-19 15:27:10.621644+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3829,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.1,10.6,10226,3168,Clear,FALSE,TRUE,austin,2021-03-19 17:56:21.57779+00,2021-03-19 17:57:03.176171+00,0.7,NULL,GM Cruise,10.6,03-2021,-0.38,,
3829,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.1,10.6,10254,3168,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:15:01.10382+00,2021-03-19 18:15:22.638495+00,0.4,NULL,GM Cruise,10.6,03-2021,-0.45,,
3830,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.6,10.6,10145,3169,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.636649+00,2021-03-19 15:27:10.636651+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3830,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.6,10.6,10219,3169,Clear,FALSE,TRUE,austin,2021-03-19 17:50:26.256028+00,2021-03-19 17:51:27.823058+00,1,NULL,GM Cruise,10.6,03-2021,-0.08,,
3830,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,1.6,10.6,10253,3169,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:14:25.185344+00,2021-03-19 18:15:00.985764+00,0.6,NULL,GM Cruise,10.6,03-2021,-0.25,,
3831,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,2.2,10.6,10146,3170,Clear,FALSE,FALSE,bot,2021-03-19 15:27:10.653914+00,2021-03-19 15:27:10.653915+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3831,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,2.2,10.6,10217,3170,Clear,FALSE,TRUE,austin,2021-03-19 17:48:57.015289+00,2021-03-19 17:50:26.12155+00,1.5,NULL,GM Cruise,10.6,03-2021,0.42,,
3831,Clear,PROCESSED,2021-03-20 02:00:14.923052+00,2.2,10.6,10252,3170,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:13:44.664367+00,2021-03-19 18:14:25.075049+00,0.7,NULL,GM Cruise,10.6,03-2021,-0.15,,
3832,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.6,10.2,10181,3197,Clear,FALSE,TRUE,bot,2021-03-19 15:47:10.551794+00,2021-03-19 15:47:10.551797+00,0,NULL,Tesla Model X,10.2,03-2021,0.00,,
3832,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.6,10.2,10216,3197,Clear,FALSE,TRUE,austin,2021-03-19 17:48:03.62161+00,2021-03-19 17:48:56.51112+00,0.9,NULL,Tesla Model X,10.2,03-2021,-0.18,,
3832,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.6,10.2,10251,3197,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:12:03.715516+00,2021-03-19 18:13:44.541305+00,1.7,NULL,Tesla Model X,10.2,03-2021,0.85,,
3833,Unknown object,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10140,3164,Unknown object,FALSE,TRUE,bot,2021-03-19 15:27:10.564301+00,2021-03-19 15:27:10.564303+00,0,NULL,Voyage,10.6,03-2021,0.00,,
3833,Unknown object,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10221,3164,Unknown object,FALSE,TRUE,austin,2021-03-19 17:52:18.510121+00,2021-03-19 17:52:58.870219+00,0.7,NULL,Voyage,10.6,03-2021,-0.38,,
3833,Unknown object,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10258,3164,Unknown object,TRUE,TRUE,austin_reviewer,2021-03-19 18:19:49.323322+00,2021-03-19 18:21:19.903421+00,1.5,NULL,Voyage,10.6,03-2021,0.65,,
3834,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10141,3165,Traffic light,FALSE,TRUE,bot,2021-03-19 15:27:10.575934+00,2021-03-19 15:27:10.575936+00,0,NULL,Voyage,10.6,03-2021,0.00,,
3834,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10228,3165,Traffic light,FALSE,TRUE,austin,2021-03-19 17:58:00.250404+00,2021-03-19 17:59:12.893041+00,1.2,NULL,Voyage,10.6,03-2021,0.12,,
3834,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10257,3165,Traffic light,TRUE,TRUE,austin_reviewer,2021-03-19 18:18:48.381482+00,2021-03-19 18:19:49.203193+00,1,NULL,Voyage,10.6,03-2021,0.15,,
3835,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10142,3166,Traffic light,FALSE,FALSE,bot,2021-03-19 15:27:10.588886+00,2021-03-19 15:27:10.588888+00,0,NULL,Voyage,10.6,03-2021,0.00,,
3835,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10227,3166,Traffic light,FALSE,TRUE,austin,2021-03-19 17:57:03.323807+00,2021-03-19 17:58:00.069927+00,0.9,NULL,Voyage,10.6,03-2021,-0.18,,
3835,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,2.2,10.6,10256,3166,Traffic light,TRUE,TRUE,austin_reviewer,2021-03-19 18:17:31.796914+00,2021-03-19 18:18:48.229613+00,1.3,NULL,Voyage,10.6,03-2021,0.45,,
3836,Clear,PROCESSED,2021-03-20 02:00:14.499163+00,2.9,10.6,10143,3167,Clear,FALSE,TRUE,bot,2021-03-19 15:27:10.604424+00,2021-03-19 15:27:10.604428+00,0,NULL,Voyage,10.6,03-2021,0.00,,
3836,Clear,PROCESSED,2021-03-20 02:00:14.499163+00,2.9,10.6,10220,3167,Clear,FALSE,TRUE,austin,2021-03-19 17:51:27.983553+00,2021-03-19 17:52:18.238936+00,0.8,NULL,Voyage,10.6,03-2021,-0.28,,
3836,Clear,PROCESSED,2021-03-20 02:00:14.499163+00,2.9,10.6,10255,3167,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 18:15:22.753918+00,2021-03-19 18:17:31.677046+00,2.1,NULL,Voyage,10.6,03-2021,1.25,,
3837,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,4.7,10.6,10139,3163,Traffic light,FALSE,FALSE,bot,2021-03-19 15:27:10.551292+00,2021-03-19 15:27:10.551294+00,0,NULL,Voyage,10.5,03-2021,0.00,,
3837,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,4.7,10.6,10230,3163,Traffic light,FALSE,TRUE,austin,2021-03-19 17:59:13.045222+00,2021-03-19 18:00:06.056213+00,0.9,NULL,Voyage,10.5,03-2021,-0.18,,
3837,Traffic light,PROCESSED,2021-03-20 02:00:14.499163+00,4.7,10.6,10259,3163,Traffic light,TRUE,TRUE,austin_reviewer,2021-03-19 18:21:20.027102+00,2021-03-19 18:25:08.186692+00,3.8,NULL,Voyage,10.5,03-2021,2.95,,
3838,Pedestrian,PROCESSED,2021-03-20 02:00:13.942727+00,1.4,6.6,10268,3207,Pedestrian,FALSE,TRUE,bot,2021-03-19 19:22:10.6696+00,2021-03-19 19:22:10.669601+00,0,NULL,VW Bus,6.6,03-2021,0.00,,
3838,Pedestrian,PROCESSED,2021-03-20 02:00:13.942727+00,1.4,6.6,10269,3207,Pedestrian,FALSE,TRUE,austin,2021-03-19 19:59:30.086006+00,2021-03-19 20:00:17.608399+00,0.8,NULL,VW Bus,6.6,03-2021,-0.28,,
3838,Pedestrian,PROCESSED,2021-03-20 02:00:13.942727+00,1.4,6.6,10274,3207,Pedestrian,TRUE,TRUE,austin_reviewer,2021-03-19 20:08:20.941987+00,2021-03-19 20:08:54.932305+00,0.6,NULL,VW Bus,6.6,03-2021,-0.25,,
3839,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.2,6.6,10265,3204,Clear,FALSE,TRUE,bot,2021-03-19 19:22:10.628397+00,2021-03-19 19:22:10.628399+00,0,NULL,Tesla Model X,6.6,03-2021,0.00,,
3839,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.2,6.6,10272,3204,Clear,FALSE,TRUE,austin,2021-03-19 20:06:11.739077+00,2021-03-19 20:07:20.599624+00,1.1,NULL,Tesla Model X,6.6,03-2021,0.02,,
3839,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,2.2,6.6,10277,3204,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 20:13:46.291337+00,2021-03-19 20:14:53.762244+00,1.1,NULL,Tesla Model X,6.6,03-2021,0.25,,
3840,Stop sign,PROCESSED,2021-03-20 02:00:13.284332+00,1.6,6.6,10266,3205,Stop sign,FALSE,TRUE,bot,2021-03-19 19:22:10.64128+00,2021-03-19 19:22:10.641282+00,0,NULL,Tesla Model X,6.6,03-2021,0.00,,
3840,Stop sign,PROCESSED,2021-03-20 02:00:13.284332+00,1.6,6.6,10271,3205,Stop sign,FALSE,TRUE,austin,2021-03-19 20:05:14.054237+00,2021-03-19 20:06:11.491955+00,1,NULL,Tesla Model X,6.6,03-2021,-0.08,,
3840,Stop sign,PROCESSED,2021-03-20 02:00:13.284332+00,1.6,6.6,10276,3205,Stop sign,TRUE,TRUE,austin_reviewer,2021-03-19 20:13:13.112085+00,2021-03-19 20:13:46.180004+00,0.6,NULL,Tesla Model X,6.6,03-2021,-0.25,,
3841,Dog,PROCESSED,2021-03-20 02:00:13.284332+00,9.2,6.6,10267,3206,Dog,FALSE,FALSE,bot,2021-03-19 19:22:10.656107+00,2021-03-19 19:22:10.65611+00,0,NULL,Tesla Model X,6.4,03-2021,0.00,,
3841,Dog,PROCESSED,2021-03-20 02:00:13.284332+00,9.2,6.6,10270,3206,Dog,FALSE,TRUE,austin,2021-03-19 20:00:17.776672+00,2021-03-19 20:05:11.90768+00,4.9,NULL,Tesla Model X,6.4,03-2021,3.82,,
3841,Dog,PROCESSED,2021-03-20 02:00:13.284332+00,9.2,6.6,10275,3206,Dog,TRUE,TRUE,austin_reviewer,2021-03-19 20:08:55.066752+00,2021-03-19 20:13:12.982886+00,4.3,NULL,Tesla Model X,6.4,03-2021,3.45,,
3842,Car ahead,PROCESSED,2021-03-20 02:00:13.284332+00,9.7,6.6,10263,3202,Car ahead,FALSE,TRUE,bot,2021-03-19 19:22:10.587287+00,2021-03-19 19:22:10.587288+00,0,NULL,Tesla Model X,6.4,03-2021,0.00,,
3842,Car ahead,PROCESSED,2021-03-20 02:00:13.284332+00,9.7,6.6,10278,3202,Car ahead,FALSE,TRUE,austin,2021-03-19 20:08:28.831563+00,2021-03-19 20:15:41.519928+00,7.2,NULL,Tesla Model X,6.4,03-2021,6.12,,
3842,Car ahead,PROCESSED,2021-03-20 02:00:13.284332+00,9.7,6.6,10282,3202,Car ahead,TRUE,TRUE,austin_reviewer,2021-03-19 20:18:48.774997+00,2021-03-19 20:21:17.519132+00,2.5,NULL,Tesla Model X,6.4,03-2021,1.65,,
3843,Unknown object,PROCESSED,2021-03-20 02:00:13.942727+00,3.7,6.6,10264,3203,Unknown object,FALSE,FALSE,bot,2021-03-19 19:22:10.613608+00,2021-03-19 19:22:10.613609+00,0,NULL,VW Bus,6.5,03-2021,0.00,,
3843,Unknown object,PROCESSED,2021-03-20 02:00:13.942727+00,3.7,6.6,10273,3203,Unknown object,FALSE,TRUE,austin,2021-03-19 20:07:20.82689+00,2021-03-19 20:08:28.656311+00,1.1,NULL,VW Bus,6.5,03-2021,0.02,,
3843,Unknown object,PROCESSED,2021-03-20 02:00:13.942727+00,3.7,6.6,10279,3203,Unknown object,TRUE,TRUE,austin_reviewer,2021-03-19 20:15:39.181592+00,2021-03-19 20:18:12.605585+00,2.6,NULL,VW Bus,6.5,03-2021,1.75,,
3844,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,1.6,6.6,10261,3200,Clear,FALSE,TRUE,bot,2021-03-19 19:22:10.564236+00,2021-03-19 19:22:10.564237+00,0,NULL,Tesla Model X,6.6,03-2021,0.00,,
3844,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,1.6,6.6,10281,3200,Clear,FALSE,TRUE,austin,2021-03-19 20:19:35.180654+00,2021-03-19 20:20:25.799323+00,0.8,NULL,Tesla Model X,6.6,03-2021,-0.28,,
3844,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,1.6,6.6,10284,3200,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 20:30:40.894825+00,2021-03-19 20:31:28.070733+00,0.8,NULL,Tesla Model X,6.6,03-2021,-0.05,,
3845,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,6,6.6,10262,3201,Clear,FALSE,TRUE,bot,2021-03-19 19:22:10.575877+00,2021-03-19 19:22:10.575879+00,0,NULL,Tesla Model X,6.5,03-2021,0.00,,
3845,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,6,6.6,10280,3201,Clear,FALSE,TRUE,austin,2021-03-19 20:15:41.712547+00,2021-03-19 20:19:35.022648+00,3.9,NULL,Tesla Model X,6.5,03-2021,2.82,,
3845,Clear,PROCESSED,2021-03-20 02:00:13.284332+00,6,6.6,10283,3201,Clear,TRUE,TRUE,austin_reviewer,2021-03-19 20:28:35.975422+00,2021-03-19 20:30:40.766679+00,2.1,NULL,Tesla Model X,6.5,03-2021,1.25,,
3846,Pedestrian,PROCESSED,2021-03-23 02:00:27.054613+00,1.7,74.6,10287,3208,Pedestrian,FALSE,TRUE,bot,2021-03-19 23:27:10.555309+00,2021-03-19 23:27:10.55531+00,0,NULL,VW Bus,74.6,03-2021,0.00,,
3846,Pedestrian,PROCESSED,2021-03-23 02:00:27.054613+00,1.7,74.6,10288,3208,Pedestrian,FALSE,TRUE,austin,2021-03-22 13:59:27.67443+00,2021-03-22 14:00:05.098662+00,0.6,NULL,VW Bus,74.6,03-2021,-0.48,,
3846,Pedestrian,PROCESSED,2021-03-23 02:00:27.054613+00,1.7,74.6,10289,3208,Pedestrian,TRUE,TRUE,austin_reviewer,2021-03-22 14:18:37.864414+00,2021-03-22 14:19:43.588639+00,1.1,NULL,VW Bus,74.6,03-2021,0.25,,
3847,Traffic light,PROCESSED,2021-03-23 02:00:26.705176+00,2.5,10.6,10327,3246,Traffic light,FALSE,TRUE,bot,2021-03-22 15:27:11.0804+00,2021-03-22 15:27:11.080403+00,0,NULL,Tesla Model X,10.6,03-2021,0.00,,
3847,Traffic light,PROCESSED,2021-03-23 02:00:26.705176+00,2.5,10.6,10468,3246,Traffic light,FALSE,TRUE,austin,2021-03-22 18:41:32.65972+00,2021-03-22 18:42:48.114197+00,1.3,NULL,Tesla Model X,10.6,03-2021,0.22,,
3847,Traffic light,PROCESSED,2021-03-23 02:00:26.705176+00,2.5,10.6,10561,3246,Traffic light,TRUE,TRUE,boston_reviewer,2021-03-22 20:30:50.108286+00,2021-03-22 20:31:59.111935+00,1.2,NULL,Tesla Model X,10.6,03-2021,-0.34,,
3848,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,3.2,10.6,10328,3247,Clear,FALSE,TRUE,bot,2021-03-22 15:27:11.092017+00,2021-03-22 15:27:11.092019+00,0,NULL,Tesla Model X,10.5,03-2021,0.00,,
3848,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,3.2,10.6,10336,3247,Clear,FALSE,TRUE,austin,2021-03-22 15:50:18.364853+00,2021-03-22 15:51:44.119709+00,1.4,NULL,Tesla Model X,10.5,03-2021,0.32,,
3848,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,3.2,10.6,10559,3247,Clear,TRUE,TRUE,boston_reviewer,2021-03-22 20:29:03.696329+00,2021-03-22 20:30:49.977656+00,1.8,NULL,Tesla Model X,10.5,03-2021,0.26,,
3849,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,1.7,10.6,10329,3248,Clear,FALSE,FALSE,bot,2021-03-22 15:27:11.103452+00,2021-03-22 15:27:11.103454+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
3849,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,1.7,10.6,10527,3248,Clear,FALSE,TRUE,austin,2021-03-22 19:33:36.825715+00,2021-03-22 19:34:17.963835+00,0.7,NULL,GM Cruise,10.6,03-2021,-0.38,,
3849,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,1.7,10.6,10557,3248,Clear,TRUE,TRUE,boston_reviewer,2021-03-22 20:28:01.46154+00,2021-03-22 20:29:03.529977+00,1,NULL,GM Cruise,10.6,03-2021,-0.54,,
3850,Stop sign,PROCESSED,2021-03-23 02:00:26.705176+00,1.8,10.6,10330,3249,Stop sign,FALSE,TRUE,bot,2021-03-22 15:27:11.114495+00,2021-03-22 15:27:11.1145+00,0,NULL,Tesla Model X,10.6,03-2021,0.00,,
3850,Stop sign,PROCESSED,2021-03-23 02:00:26.705176+00,1.8,10.6,10335,3249,Stop sign,FALSE,TRUE,austin,2021-03-22 15:49:29.391839+00,2021-03-22 15:50:18.211236+00,0.8,NULL,Tesla Model X,10.6,03-2021,-0.28,,
3850,Stop sign,PROCESSED,2021-03-23 02:00:26.705176+00,1.8,10.6,10556,3249,Stop sign,TRUE,TRUE,boston_reviewer,2021-03-22 20:27:00.260439+00,2021-03-22 20:28:01.354156+00,1,NULL,Tesla Model X,10.6,03-2021,-0.54,,
3851,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,2,10.6,10326,3245,Clear,FALSE,TRUE,bot,2021-03-22 15:27:11.069491+00,2021-03-22 15:27:11.069496+00,0,NULL,Tesla Model X,10.6,03-2021,0.00,,
3851,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,2,10.6,10424,3245,Clear,FALSE,TRUE,austin,2021-03-22 17:21:48.401447+00,2021-03-22 17:22:55.799498+00,1.1,NULL,Tesla Model X,10.6,03-2021,0.02,,
3851,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,2,10.6,10564,3245,Clear,TRUE,TRUE,boston_reviewer,2021-03-22 20:33:33.848642+00,2021-03-22 20:34:25.987462+00,0.9,NULL,Tesla Model X,10.6,03-2021,-0.64,,
3852,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,2.7,6.6,10518,3353,Clear,FALSE,TRUE,bot,2021-03-22 19:27:10.703767+00,2021-03-22 19:27:10.703769+00,0,NULL,Tesla Model X,6.6,03-2021,0.00,,
3852,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,2.7,6.6,10528,3353,Clear,FALSE,TRUE,austin,2021-03-22 19:34:18.115151+00,2021-03-22 19:35:21.653651+00,1.1,NULL,Tesla Model X,6.6,03-2021,0.02,,
3852,Clear,PROCESSED,2021-03-23 02:00:26.705176+00,2.7,6.6,10563,3353,Clear,TRUE,TRUE,boston_reviewer,2021-03-22 20:31:59.206722+00,2021-03-22 20:33:33.751639+00,1.6,NULL,Tesla Model X,6.6,03-2021,0.06,,
3853,Traffic light,PROCESSED,2021-03-23 02:00:26.705176+00,1.7,10.6,10325,3244,Traffic light,FALSE,TRUE,bot,2021-03-22 15:27:11.057463+00,2021-03-22 15:27:11.057465+00,0,NULL,Tesla Model X,10.6,03-2021,0.00,,
3853,Traffic light,PROCESSED,2021-03-23 02:00:26.705176+00,1.7,10.6,10425,3244,Traffic light,FALSE,TRUE,austin,2021-03-22 17:22:55.956867+00,2021-03-22 17:24:02.165322+00,1.1,NULL,Tesla Model X,10.6,03-2021,0.02,,
3853,Traffic light,PROCESSED,2021-03-23 02:00:26.705176+00,1.7,10.6,10572,3244,Traffic light,TRUE,TRUE,boston_reviewer,2021-03-22 20:46:10.047062+00,2021-03-22 20:46:44.661498+00,0.6,NULL,Tesla Model X,10.6,03-2021,-0.94,,
3854,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,3.7,10.6,10323,3242,Crosswalk,FALSE,FALSE,bot,2021-03-22 15:27:11.034669+00,2021-03-22 15:27:11.034671+00,0,NULL,GM Cruise,10.5,03-2021,0.00,,
3854,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,3.7,10.6,10529,3242,Clear,FALSE,TRUE,austin,2021-03-22 19:35:21.820688+00,2021-03-22 19:36:49.971668+00,1.5,NULL,GM Cruise,10.5,03-2021,0.42,,
3854,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,3.7,10.6,10576,3242,Clear,TRUE,TRUE,boston_reviewer,2021-03-22 20:49:38.686773+00,2021-03-22 20:51:51.247408+00,2.2,NULL,GM Cruise,10.5,03-2021,0.66,,
3855,Clear,PROCESSED,2021-03-23 02:00:25.802372+00,1.5,10.6,10324,3243,Clear,FALSE,FALSE,bot,2021-03-22 15:27:11.046322+00,2021-03-22 15:27:11.046324+00,0,NULL,GM Cruise,10.6,03-2021,0.00,,
